feedback_id,customer_id,rating,complaint_type,feedback_date
1264,713,3,No Complaint,2025-12-28
1265,208,4,No Complaint,2025-07-27
1266,1831,1,Poor App Experience,2025-05-08
1267,1674,2,Poor App Experience,2026-02-17
1268,531,5,No Complaint,2026-01-02
1269,103,4,Slow Charging,2025-11-09
1270,771,5,No Complaint,2025-05-18
1271,669,5,No Complaint,2026-03-14
1272,1345,3,No Complaint,2025-12-27
1273,1581,4,Slow Charging,2026-02-28
1274,656,2,Slow Charging,2026-02-12
1275,1872,2,Payment Failure,2026-03-12
1276,155,2,Port Not Working,2026-04-14
1277,1123,3,Slow Charging,2025-07-26
1278,1053,2,Port Not Working,2026-02-06
1279,1913,1,Long Wait Time,2025-06-17
1280,1800,3,Slow Charging,2026-03-07
1281,698,4,No Complaint,2025-07-22
1282,771,1,Port Not Working,2025-07-31
1283,398,5,No Complaint,2025-10-29
1284,345,4,No Complaint,2026-01-08
1285,255,4,No Complaint,2025-08-20
1286,650,4,No Complaint,2025-09-08
1287,394,2,Port Not Working,2025-06-03
1288,1656,2,Slow Charging,2025-08-06
1289,1703,3,No Complaint,2025-10-30
1290,1931,5,No Complaint,2025-10-27
1291,1983,1,Long Wait Time,2025-09-14
1292,860,3,No Complaint,2026-02-16
1293,1340,4,Slow Charging,2026-01-29
1294,1234,3,No Complaint,2025-12-31
1295,1032,2,Port Not Working,2026-01-11
1296,1547,1,Poor App Experience,2025-08-12
1297,85,4,No Complaint,2026-04-14
1298,1175,5,No Complaint,2026-01-13
1299,442,3,No Complaint,2025-10-25
1300,388,2,Port Not Working,2026-03-24
1301,688,1,Payment Failure,2025-09-24
1302,846,3,Slow Charging,2025-06-07
1303,370,1,Payment Failure,2025-06-26
1304,766,2,Payment Failure,2025-06-28
1305,1734,3,No Complaint,2025-09-06
1306,803,5,Slow Charging,2026-05-05
1307,1004,4,No Complaint,2025-08-13
1308,167,4,No Complaint,2025-11-02
1309,1483,4,No Complaint,2026-03-31
1310,1588,5,No Complaint,2026-03-31
1311,1573,3,No Complaint,2025-12-26
1312,39,1,Long Wait Time,2025-05-30
1313,1765,1,Port Not Working,2025-07-19
1314,1425,2,Long Wait Time,2025-07-20
1315,432,5,No Complaint,2025-05-29
1316,872,3,Slow Charging,2026-01-12
1317,490,2,Port Not Working,2025-12-10
1318,1132,5,No Complaint,2026-03-21
1319,177,5,No Complaint,2025-11-17
1320,1067,3,Slow Charging,2025-10-13
1321,619,5,No Complaint,2025-11-08
1322,1577,3,Slow Charging,2026-03-09
1323,842,3,No Complaint,2025-12-11
1324,1738,4,No Complaint,2025-05-16
1325,958,3,No Complaint,2025-10-29
1326,1821,1,Slow Charging,2025-09-16
1327,1738,4,Slow Charging,2025-08-01
1328,1832,5,No Complaint,2025-07-03
1329,1396,3,Slow Charging,2026-01-02
1330,90,1,Payment Failure,2026-01-19
1331,210,3,No Complaint,2026-02-26
1332,456,2,Port Not Working,2025-05-06
1333,1975,2,Payment Failure,2026-04-10
1334,1462,3,No Complaint,2025-10-19
1335,1437,3,No Complaint,2026-02-05
1336,445,2,Payment Failure,2025-05-11
1337,1733,5,No Complaint,2025-09-13
1338,354,4,No Complaint,2025-08-31
1339,290,2,Port Not Working,2025-08-17
1340,1051,2,Poor App Experience,2025-08-05
1341,772,2,Poor App Experience,2025-10-08
1342,252,1,Port Not Working,2025-10-29
1343,1694,2,Payment Failure,2025-07-27
1344,1348,4,Slow Charging,2025-12-31
1345,1230,4,No Complaint,2025-10-21
1346,504,5,No Complaint,2025-06-23
1347,1239,3,No Complaint,2025-06-16
1348,1856,3,Slow Charging,2025-12-16
1349,1199,1,Slow Charging,2025-06-16
1350,1892,3,No Complaint,2026-04-01
1351,626,3,Slow Charging,2025-12-02
1352,1253,2,Payment Failure,2026-03-28
1353,942,4,No Complaint,2026-02-06
1354,1317,5,No Complaint,2025-08-31
1355,138,2,Port Not Working,2025-12-06
1356,1449,3,No Complaint,2025-10-09
1357,456,4,No Complaint,2026-01-20
1358,1645,1,Long Wait Time,2025-10-05
1359,1784,4,No Complaint,2026-02-10
1360,292,4,No Complaint,2025-12-13
1361,131,4,No Complaint,2026-03-21
1362,1304,2,Payment Failure,2026-03-29
1363,1624,4,Slow Charging,2025-07-16
1364,1434,3,No Complaint,2026-02-19
1365,888,1,Slow Charging,2025-06-26
1366,863,4,No Complaint,2025-08-26
1367,964,3,No Complaint,2025-05-05
1368,244,2,Slow Charging,2026-03-24
1369,974,3,No Complaint,2025-08-25
1370,1942,3,Slow Charging,2025-11-20
1371,873,1,Long Wait Time,2025-05-29
1372,1374,5,No Complaint,2025-12-07
1373,297,2,Port Not Working,2025-07-16
1374,1358,1,Slow Charging,2025-05-09
1375,453,1,Slow Charging,2025-09-02
1376,26,1,Poor App Experience,2025-07-15
1377,227,5,No Complaint,2025-12-26
1378,1032,2,Long Wait Time,2025-12-28
1379,1150,5,No Complaint,2026-01-31
1380,785,2,Long Wait Time,2025-09-01
1381,1374,3,No Complaint,2026-02-27
1382,1425,2,Slow Charging,2026-04-16
1383,1860,3,No Complaint,2025-07-15
1384,1772,4,Slow Charging,2025-12-29
1385,408,3,Slow Charging,2025-10-18
1386,1362,1,Slow Charging,2026-02-05
1387,1433,3,No Complaint,2025-11-03
1388,1616,5,No Complaint,2025-08-26
1389,285,3,No Complaint,2025-11-10
1390,601,2,Port Not Working,2025-12-10
1391,49,1,Slow Charging,2026-05-02
1392,658,4,No Complaint,2025-08-27
1393,1531,1,Poor App Experience,2026-03-15
1394,197,5,Slow Charging,2025-06-01
1395,927,5,Slow Charging,2025-08-20
1396,651,3,No Complaint,2025-12-30
1397,1368,3,Slow Charging,2025-07-27
1398,600,5,No Complaint,2025-07-20
1399,1583,4,No Complaint,2025-07-31
1400,1210,4,No Complaint,2026-03-10
1401,1413,1,Payment Failure,2025-10-24
1402,287,4,No Complaint,2025-08-12
1403,1832,5,No Complaint,2026-03-15
1404,400,2,Port Not Working,2025-10-05
1405,106,3,Slow Charging,2025-10-20
1406,1879,3,No Complaint,2026-03-12
1407,60,3,No Complaint,2025-11-25
1408,912,4,No Complaint,2026-02-06
1409,798,4,No Complaint,2025-10-11
1410,4,1,Slow Charging,2026-04-15
1411,1755,2,Long Wait Time,2026-02-12
1412,12,4,Slow Charging,2025-10-30
1413,652,1,Poor App Experience,2026-02-03
1414,1008,4,No Complaint,2025-12-23
1415,1628,2,Long Wait Time,2026-03-31
1416,571,5,Slow Charging,2025-09-10
1417,546,2,Slow Charging,2025-11-07
1418,1228,4,Slow Charging,2025-09-10
1419,787,2,Long Wait Time,2026-04-13
1420,297,5,Slow Charging,2026-01-06
1421,1471,5,No Complaint,2025-10-10
1422,768,3,Slow Charging,2025-12-07
1423,415,3,Slow Charging,2025-05-26
1424,322,5,No Complaint,2025-06-22
1425,732,5,Slow Charging,2026-02-06
1426,1214,5,No Complaint,2025-06-04
1427,1762,3,No Complaint,2026-02-12
1428,1823,5,No Complaint,2025-10-19
1429,1774,1,Slow Charging,2025-11-10
1430,1453,3,No Complaint,2025-12-11
1431,1880,2,Port Not Working,2026-01-04
1432,683,1,Slow Charging,2025-06-22
1433,660,3,No Complaint,2025-08-08
1434,1753,5,No Complaint,2025-10-08
1435,1048,5,No Complaint,2025-07-04
1436,387,1,Long Wait Time,2025-10-13
1437,559,2,Port Not Working,2025-12-24
1438,442,3,No Complaint,2025-11-19
1439,526,5,Slow Charging,2025-10-08
1440,1280,4,No Complaint,2025-07-21
1441,585,4,Slow Charging,2026-01-29
1442,1861,5,Slow Charging,2025-06-06
1443,1438,4,Slow Charging,2025-05-14
1444,1826,3,No Complaint,2025-10-09
1445,1423,1,Slow Charging,2025-08-10
1446,756,5,Slow Charging,2025-07-08
1447,921,3,No Complaint,2025-12-27
1448,1564,5,Slow Charging,2025-08-11
1449,808,2,Port Not Working,2025-06-10
1450,620,2,Payment Failure,2025-05-05
1451,1361,5,Slow Charging,2025-10-06
1452,1291,1,Long Wait Time,2025-06-16
1453,1523,1,Slow Charging,2025-12-08
1454,1404,1,Port Not Working,2026-04-15
1455,1030,3,Slow Charging,2025-08-21
1456,583,4,No Complaint,2025-09-19
1457,1384,1,Poor App Experience,2025-05-29
1458,901,4,Slow Charging,2026-01-12
1459,1991,5,No Complaint,2026-03-31
1460,933,2,Long Wait Time,2026-03-24
1461,1073,5,No Complaint,2026-03-26
1462,704,1,Port Not Working,2026-02-04
1463,472,5,No Complaint,2026-03-27
1464,1569,2,Poor App Experience,2026-03-03
1465,1353,1,Payment Failure,2026-04-28
1466,1854,2,Payment Failure,2026-02-14
1467,412,5,No Complaint,2025-10-05
1468,1894,2,Payment Failure,2025-12-13
1469,701,1,Long Wait Time,2025-06-25
1470,521,3,No Complaint,2025-07-23
1471,1494,1,Payment Failure,2025-09-13
1472,1223,4,No Complaint,2025-12-04
1473,1111,2,Payment Failure,2025-08-08
1474,1902,3,No Complaint,2025-09-13
1475,1685,1,Poor App Experience,2025-11-09
1476,894,2,Slow Charging,2025-12-07
1477,1948,4,No Complaint,2025-10-30
1478,1535,5,No Complaint,2026-02-02
1479,232,2,Poor App Experience,2025-11-02
1480,1988,3,No Complaint,2026-03-03
1481,378,5,No Complaint,2026-05-01
1482,1600,5,Slow Charging,2025-12-03
1483,923,3,No Complaint,2025-11-10
1484,1057,5,No Complaint,2026-02-19
1485,388,1,Payment Failure,2026-01-21
1486,1495,2,Port Not Working,2025-09-16
1487,1328,5,No Complaint,2025-05-31
1488,313,1,Slow Charging,2025-10-14
1489,749,2,Poor App Experience,2025-06-16
1490,1618,5,No Complaint,2025-09-16
1491,883,3,Slow Charging,2025-12-25
1492,126,3,No Complaint,2025-08-21
1493,887,1,Payment Failure,2025-07-16
1494,182,1,Payment Failure,2025-08-01
1495,1716,1,Payment Failure,2025-08-23
1496,780,5,Slow Charging,2026-04-11
1497,819,5,Slow Charging,2025-06-15
1498,132,3,No Complaint,2025-08-28
1499,1837,3,No Complaint,2026-04-16
1500,1473,5,No Complaint,2026-02-15
1501,1032,4,No Complaint,2026-02-08
1502,458,5,No Complaint,2025-08-12
1503,255,1,Poor App Experience,2026-04-01
1504,1207,2,Long Wait Time,2026-03-10
1505,1298,4,No Complaint,2026-04-14
1506,989,2,Poor App Experience,2025-08-31
1507,1654,1,Slow Charging,2026-04-22
1508,984,4,No Complaint,2025-05-08
1509,984,4,No Complaint,2025-08-24
1510,1664,2,Long Wait Time,2025-09-13
1511,64,1,Payment Failure,2026-02-18
1512,59,5,No Complaint,2026-01-02
1513,1052,4,No Complaint,2025-10-16
1514,934,3,No Complaint,2026-02-11
1515,697,4,No Complaint,2025-06-06
1516,160,1,Port Not Working,2025-05-22
1517,993,1,Slow Charging,2025-05-10
1518,1833,4,Slow Charging,2025-06-16
1519,1631,5,Slow Charging,2025-09-06
1520,451,3,No Complaint,2025-05-29
1521,186,5,No Complaint,2026-02-22
1522,1403,5,No Complaint,2026-03-09
1523,1591,5,No Complaint,2025-09-14
1524,1126,1,Port Not Working,2025-07-28
1525,498,2,Poor App Experience,2025-11-07
1526,1239,4,No Complaint,2026-04-04
1527,1440,4,Slow Charging,2026-01-05
1528,1497,1,Slow Charging,2026-02-18
1529,1176,1,Port Not Working,2026-04-27
1530,1007,3,Slow Charging,2026-01-14
1531,1818,1,Poor App Experience,2025-05-11
1532,215,2,Slow Charging,2025-08-08
1533,1127,3,No Complaint,2026-03-18
1534,605,1,Poor App Experience,2026-03-30
1535,964,2,Poor App Experience,2025-05-17
1536,193,5,No Complaint,2026-05-03
1537,582,4,Slow Charging,2025-07-07
1538,1278,1,Slow Charging,2026-04-20
1539,1961,4,No Complaint,2025-07-08
1540,570,2,Slow Charging,2026-02-18
1541,1893,2,Long Wait Time,2026-01-31
1542,445,3,No Complaint,2025-10-18
1543,38,5,No Complaint,2026-04-26
1544,1621,4,No Complaint,2026-02-19
1545,430,5,No Complaint,2026-03-06
1546,1426,4,No Complaint,2025-09-24
1547,1078,4,Slow Charging,2025-05-21
1548,581,5,No Complaint,2026-03-27
1549,692,4,Slow Charging,2026-04-28
1550,525,4,Slow Charging,2025-09-26
1551,316,5,No Complaint,2026-04-01
1552,516,4,No Complaint,2025-08-03
1553,988,2,Long Wait Time,2025-11-08
1554,1493,2,Payment Failure,2025-06-05
1555,1658,3,Slow Charging,2025-07-09
1556,522,1,Long Wait Time,2025-09-07
1557,204,5,No Complaint,2026-02-13
1558,193,2,Port Not Working,2026-04-30
1559,52,2,Poor App Experience,2025-05-18
1560,846,3,No Complaint,2026-04-10
1561,145,2,Port Not Working,2026-02-10
1562,1604,4,No Complaint,2025-06-08
1563,1927,1,Slow Charging,2025-11-01
1564,1982,3,No Complaint,2026-02-13
1565,1193,5,Slow Charging,2026-02-17
1566,1163,5,No Complaint,2025-09-05
1567,1202,4,Slow Charging,2025-06-05
1568,597,3,Slow Charging,2025-09-11
1569,799,4,Slow Charging,2026-04-24
1570,319,2,Poor App Experience,2025-08-23
1571,664,3,No Complaint,2025-07-06
1572,1824,5,Slow Charging,2026-03-27
1573,494,1,Port Not Working,2025-06-23
1574,805,4,No Complaint,2025-12-03
1575,1053,1,Long Wait Time,2025-06-22
1576,1549,4,Slow Charging,2025-07-23
1577,1463,3,No Complaint,2025-07-20
1578,532,4,Slow Charging,2025-12-08
1579,1398,5,Slow Charging,2025-06-03
1580,1740,1,Long Wait Time,2025-10-11
1581,406,3,No Complaint,2025-09-16
1582,1986,5,No Complaint,2025-07-16
1583,1182,1,Payment Failure,2025-12-04
1584,393,5,No Complaint,2025-09-21
1585,1835,4,No Complaint,2025-06-07
1586,1535,2,Payment Failure,2026-03-22
1587,96,1,Port Not Working,2026-02-07
1588,324,1,Poor App Experience,2025-08-13
1589,6,5,No Complaint,2025-08-06
1590,1671,3,No Complaint,2025-07-08
1591,1901,5,No Complaint,2026-03-29
1592,15,4,No Complaint,2025-06-06
1593,1502,5,No Complaint,2026-04-25
1594,78,4,No Complaint,2025-05-31
1595,1307,3,Slow Charging,2026-02-05
1596,1175,5,No Complaint,2026-03-21
1597,1611,5,No Complaint,2025-09-28
1598,620,3,No Complaint,2025-09-15
1599,179,3,No Complaint,2025-11-03
1600,239,5,No Complaint,2025-07-28
1601,511,2,Long Wait Time,2025-11-11
1602,872,4,No Complaint,2026-04-20
1603,424,3,No Complaint,2025-10-08
1604,868,4,No Complaint,2025-06-02
1605,883,3,No Complaint,2025-08-03
1606,1318,5,No Complaint,2025-07-16
1607,916,2,Long Wait Time,2025-11-23
1608,296,3,No Complaint,2026-01-26
1609,340,3,No Complaint,2026-04-03
1610,1490,2,Payment Failure,2025-09-20
1611,1454,5,No Complaint,2025-10-01
1612,169,2,Payment Failure,2025-07-28
1613,802,3,Slow Charging,2025-10-25
1614,1952,5,Slow Charging,2026-03-09
1615,295,1,Port Not Working,2025-05-10
1616,888,5,No Complaint,2026-05-03
1617,1000,1,Long Wait Time,2026-03-16
1618,1089,2,Poor App Experience,2026-04-15
1619,36,5,No Complaint,2025-11-10
1620,1823,1,Poor App Experience,2025-06-25
1621,163,1,Payment Failure,2025-10-15
1622,240,1,Payment Failure,2025-09-24
1623,1965,1,Poor App Experience,2025-11-29
1624,1540,2,Long Wait Time,2026-01-14
1625,31,3,No Complaint,2025-07-22
1626,190,3,No Complaint,2026-03-05
1627,1442,3,Slow Charging,2025-08-22
1628,1080,2,Slow Charging,2026-04-08
1629,1034,2,Payment Failure,2025-08-27
1630,1448,3,No Complaint,2025-05-09
1631,344,4,No Complaint,2025-11-12
1632,1305,5,Slow Charging,2025-12-08
1633,1449,1,Port Not Working,2026-05-05
1634,1571,1,Poor App Experience,2025-07-19
1635,58,3,No Complaint,2025-05-14
1636,1045,3,No Complaint,2025-09-30
1637,1445,3,Slow Charging,2025-09-17
1638,698,4,No Complaint,2026-02-27
1639,1061,3,Slow Charging,2025-09-21
1640,1529,1,Slow Charging,2025-11-02
1641,837,4,No Complaint,2026-04-16
1642,1918,1,Poor App Experience,2026-02-25
1643,106,5,No Complaint,2025-10-02
1644,1605,5,Slow Charging,2026-02-18
1645,564,4,No Complaint,2025-08-27
1646,763,3,Slow Charging,2025-11-08
1647,194,3,No Complaint,2025-12-31
1648,215,2,Slow Charging,2025-12-11
1649,830,3,No Complaint,2026-01-20
1650,1376,2,Long Wait Time,2025-05-11
1651,536,3,Slow Charging,2025-12-24
1652,663,1,Payment Failure,2025-09-22
1653,1647,4,Slow Charging,2026-03-07
1654,1807,3,No Complaint,2025-06-10
1655,1705,4,No Complaint,2025-06-25
1656,780,4,No Complaint,2025-09-02
1657,590,5,No Complaint,2026-04-27
1658,1322,2,Slow Charging,2025-08-22
1659,935,5,No Complaint,2025-10-08
1660,788,1,Long Wait Time,2025-12-14
1661,832,5,No Complaint,2025-12-09
1662,1500,4,No Complaint,2025-06-27
1663,1062,3,Slow Charging,2025-11-29
1664,164,2,Long Wait Time,2026-05-05
1665,1708,1,Poor App Experience,2025-09-23
1666,394,1,Slow Charging,2026-04-11
1667,1234,3,Slow Charging,2025-08-21
1668,440,2,Slow Charging,2026-03-12
1669,1307,4,No Complaint,2025-09-22
1670,1378,3,No Complaint,2026-04-03
1671,1936,1,Poor App Experience,2025-05-20
1672,1255,4,No Complaint,2026-02-26
1673,177,5,Slow Charging,2026-04-30
1674,1835,4,Slow Charging,2025-08-07
1675,1134,4,No Complaint,2025-08-17
1676,1232,1,Port Not Working,2025-11-11
1677,842,3,No Complaint,2026-01-30
1678,125,1,Slow Charging,2025-07-21
1679,1492,2,Long Wait Time,2025-10-03
1680,785,2,Payment Failure,2026-04-30
1681,176,2,Slow Charging,2026-02-10
1682,28,2,Payment Failure,2025-05-31
1683,964,4,No Complaint,2025-05-21
1684,1351,2,Long Wait Time,2026-03-22
1685,1092,5,No Complaint,2026-02-02
1686,25,4,No Complaint,2026-04-09
1687,1522,1,Slow Charging,2026-05-04
1688,1410,1,Slow Charging,2026-01-05
1689,1533,2,Long Wait Time,2025-10-26
1690,1361,3,No Complaint,2026-04-23
1691,219,1,Payment Failure,2025-07-29
1692,1250,5,No Complaint,2025-11-12
1693,982,2,Slow Charging,2025-08-05
1694,166,2,Payment Failure,2025-06-30
1695,1094,2,Slow Charging,2025-08-18
1696,1180,4,No Complaint,2025-06-16
1697,714,5,No Complaint,2026-03-03
1698,1120,3,No Complaint,2025-08-15
1699,1038,2,Slow Charging,2026-01-13
1700,405,3,No Complaint,2025-05-27
1701,756,1,Slow Charging,2025-06-28
1702,457,4,No Complaint,2026-01-08
1703,1837,3,No Complaint,2026-01-28
1704,511,3,No Complaint,2025-09-22
1705,1870,5,Slow Charging,2026-03-01
1706,863,1,Slow Charging,2026-04-09
1707,309,3,Slow Charging,2025-12-14
1708,680,4,No Complaint,2025-12-06
1709,1929,1,Poor App Experience,2026-01-06
1710,412,2,Port Not Working,2025-10-30
1711,203,1,Long Wait Time,2026-03-09
1712,1132,4,No Complaint,2025-07-21
1713,972,5,No Complaint,2025-10-10
1714,1376,4,No Complaint,2026-02-01
1715,1653,2,Long Wait Time,2025-07-05
1716,1291,1,Long Wait Time,2025-12-11
1717,1056,2,Slow Charging,2025-06-18
1718,169,2,Long Wait Time,2025-07-29
1719,1786,1,Long Wait Time,2025-10-10
1720,1751,2,Poor App Experience,2026-01-14
1721,972,4,No Complaint,2025-10-07
1722,1861,2,Poor App Experience,2025-09-23
1723,1437,3,No Complaint,2025-06-22
1724,1342,3,No Complaint,2025-12-05
1725,607,5,Slow Charging,2026-04-14
1726,1824,4,Slow Charging,2025-11-21
1727,1430,1,Slow Charging,2025-05-22
1728,1634,1,Port Not Working,2026-02-23
1729,863,2,Long Wait Time,2026-01-08
1730,372,1,Long Wait Time,2026-03-29
1731,565,5,No Complaint,2025-07-20
1732,1308,5,No Complaint,2025-11-23
1733,1282,1,Port Not Working,2025-05-30
1734,1535,1,Port Not Working,2025-10-26
1735,1134,3,Slow Charging,2025-09-30
1736,382,2,Long Wait Time,2026-04-24
1737,814,2,Long Wait Time,2025-08-26
1738,355,5,No Complaint,2025-10-11
1739,1039,3,Slow Charging,2025-08-26
1740,1743,4,Slow Charging,2025-08-12
1741,1380,1,Long Wait Time,2026-03-22
1742,704,1,Slow Charging,2026-01-07
1743,85,2,Port Not Working,2025-10-14
1744,202,4,Slow Charging,2025-05-25
1745,800,2,Slow Charging,2025-05-12
1746,1419,1,Port Not Working,2026-02-12
1747,1500,1,Payment Failure,2026-03-02
1748,641,2,Payment Failure,2025-08-22
1749,558,5,No Complaint,2025-09-16
1750,690,1,Payment Failure,2026-05-02
1751,464,5,No Complaint,2025-08-31
1752,1793,1,Slow Charging,2025-08-02
1753,338,5,No Complaint,2026-02-08
1754,1695,5,No Complaint,2025-10-23
1755,411,2,Slow Charging,2025-08-26
1756,913,1,Port Not Working,2025-06-20
1757,1749,2,Port Not Working,2026-05-04
1758,635,3,No Complaint,2025-07-06
1759,954,4,No Complaint,2026-01-03
1760,609,3,No Complaint,2025-07-25
1761,396,1,Slow Charging,2025-12-13
1762,1692,1,Payment Failure,2025-09-03
1763,630,3,Slow Charging,2025-09-24
1764,235,1,Slow Charging,2025-06-08
1765,298,2,Payment Failure,2026-03-19
1766,683,5,No Complaint,2026-02-26
1767,521,5,Slow Charging,2025-05-29
1768,122,4,No Complaint,2025-10-22
1769,1845,4,No Complaint,2025-12-22
1770,102,1,Payment Failure,2025-05-12
1771,790,2,Slow Charging,2025-11-05
1772,1214,4,No Complaint,2025-08-01
1773,455,1,Slow Charging,2025-07-11
1774,1650,3,Slow Charging,2025-06-23
1775,216,4,Slow Charging,2025-05-13
1776,1302,1,Long Wait Time,2025-05-08
1777,200,2,Slow Charging,2026-01-23
1778,1457,4,No Complaint,2025-08-07
1779,1558,3,Slow Charging,2025-09-29
1780,809,5,No Complaint,2025-11-27
1781,1006,2,Long Wait Time,2025-07-10
1782,1950,1,Poor App Experience,2026-04-29
1783,921,5,No Complaint,2025-10-30
1784,176,5,No Complaint,2025-05-30
1785,1459,3,No Complaint,2026-01-24
1786,1942,1,Port Not Working,2025-09-20
1787,1031,3,Slow Charging,2026-04-11
1788,1509,3,No Complaint,2026-03-18
1789,908,4,Slow Charging,2026-01-30
1790,1865,3,No Complaint,2025-11-28
1791,250,3,Slow Charging,2026-01-30
1792,1373,4,No Complaint,2025-09-28
1793,1997,4,No Complaint,2025-11-19
1794,1530,4,No Complaint,2025-05-12
1795,836,1,Payment Failure,2025-08-24
1796,1206,4,No Complaint,2026-01-04
1797,933,4,No Complaint,2025-07-14
1798,556,5,No Complaint,2025-06-19
1799,120,5,No Complaint,2025-09-24
1800,1373,3,No Complaint,2025-12-24
1801,1659,4,Slow Charging,2025-11-11
1802,1615,3,Slow Charging,2025-12-03
1803,23,4,No Complaint,2025-09-09
1804,1516,2,Port Not Working,2026-03-27
1805,1255,1,Payment Failure,2026-04-18
1806,783,2,Poor App Experience,2025-08-18
1807,206,3,No Complaint,2025-12-30
1808,1334,4,No Complaint,2026-03-15
1809,1256,3,No Complaint,2026-02-05
1810,252,3,No Complaint,2025-08-28
1811,175,2,Port Not Working,2025-12-08
1812,943,4,No Complaint,2025-12-25
1813,1268,3,Slow Charging,2025-09-21
1814,1635,1,Long Wait Time,2026-01-13
1815,1466,1,Long Wait Time,2026-02-24
1816,1631,1,Long Wait Time,2025-07-25
1817,440,2,Poor App Experience,2025-08-03
1818,308,4,No Complaint,2025-05-07
1819,836,3,Slow Charging,2025-06-07
1820,293,2,Long Wait Time,2026-04-25
1821,1663,5,No Complaint,2026-04-04
1822,264,3,No Complaint,2025-06-26
1823,449,1,Payment Failure,2026-02-04
1824,1312,5,Slow Charging,2026-03-05
1825,117,3,No Complaint,2026-01-24
1826,141,3,No Complaint,2025-11-25
1827,797,2,Long Wait Time,2025-05-07
1828,1970,3,Slow Charging,2026-04-16
1829,310,4,No Complaint,2026-03-28
1830,110,1,Payment Failure,2025-07-16
1831,301,1,Slow Charging,2026-04-15
1832,990,2,Slow Charging,2025-12-06
1833,311,1,Slow Charging,2026-03-22
1834,126,1,Poor App Experience,2025-10-31
1835,789,3,No Complaint,2026-04-02
1836,1267,1,Slow Charging,2026-02-12
1837,153,4,No Complaint,2025-07-31
1838,807,1,Payment Failure,2025-11-24
1839,207,5,No Complaint,2026-03-01
1840,145,4,Slow Charging,2025-10-05
1841,856,4,No Complaint,2025-08-05
1842,267,4,Slow Charging,2025-10-25
1843,727,1,Payment Failure,2025-09-25
1844,1506,4,No Complaint,2025-08-11
1845,925,3,Slow Charging,2025-11-22
1846,346,3,No Complaint,2025-09-02
1847,1937,4,No Complaint,2025-06-14
1848,855,3,Slow Charging,2026-03-19
1849,1283,1,Poor App Experience,2026-02-04
1850,1510,4,No Complaint,2025-09-16
1851,1796,2,Payment Failure,2025-11-25
1852,1019,4,No Complaint,2026-01-08
1853,192,4,Slow Charging,2026-04-27
1854,1848,2,Port Not Working,2025-11-13
1855,1696,5,Slow Charging,2025-08-22
1856,849,5,Slow Charging,2025-07-12
1857,1816,4,No Complaint,2026-03-09
1858,1584,3,Slow Charging,2025-08-09
1859,981,3,Slow Charging,2026-01-30
1860,1139,2,Port Not Working,2026-04-26
1861,345,4,Slow Charging,2025-05-09
1862,1415,4,No Complaint,2025-12-30
1863,1757,5,No Complaint,2026-04-15
1864,1238,1,Port Not Working,2025-11-08
1865,400,5,No Complaint,2026-02-05
1866,142,5,No Complaint,2025-06-18
1867,354,4,Slow Charging,2026-01-21
1868,1026,2,Poor App Experience,2025-07-07
1869,562,5,No Complaint,2026-02-05
1870,1352,1,Slow Charging,2026-01-01
1871,791,3,Slow Charging,2026-02-26
1872,433,2,Port Not Working,2025-08-19
1873,1058,5,No Complaint,2025-09-09
1874,337,4,Slow Charging,2026-02-07
1875,1833,4,No Complaint,2026-04-21
1876,30,2,Long Wait Time,2025-08-23
1877,488,5,No Complaint,2025-05-23
1878,1613,4,No Complaint,2025-07-09
1879,1315,3,No Complaint,2026-03-05
1880,1602,3,No Complaint,2025-10-07
1881,1801,2,Payment Failure,2025-11-19
1882,1056,4,No Complaint,2026-03-17
1883,1030,1,Port Not Working,2025-08-23
1884,117,5,No Complaint,2025-12-15
1885,897,4,No Complaint,2025-12-01
1886,92,5,No Complaint,2025-08-26
1887,1223,3,No Complaint,2025-06-22
1888,477,4,No Complaint,2025-07-15
1889,919,5,Slow Charging,2025-08-13
1890,584,2,Slow Charging,2026-04-01
1891,336,4,No Complaint,2026-02-26
1892,824,3,Slow Charging,2025-11-01
1893,258,3,No Complaint,2025-09-08
1894,1575,5,No Complaint,2025-06-23
1895,1696,2,Slow Charging,2025-09-23
1896,1892,2,Long Wait Time,2025-12-13
1897,1744,2,Long Wait Time,2025-05-28
1898,13,3,No Complaint,2025-06-05
1899,334,3,No Complaint,2026-02-18
1900,1962,5,No Complaint,2026-04-13
1901,1974,5,No Complaint,2025-06-10
1902,675,5,No Complaint,2025-05-27
1903,1245,1,Payment Failure,2025-12-25
1904,892,3,No Complaint,2026-04-07
1905,482,3,No Complaint,2025-12-18
1906,900,3,No Complaint,2025-07-22
1907,1379,1,Slow Charging,2025-12-01
1908,410,2,Long Wait Time,2026-04-14
1909,1971,4,Slow Charging,2025-09-22
1910,781,1,Slow Charging,2026-04-26
1911,455,2,Port Not Working,2026-05-03
1912,482,5,Slow Charging,2026-01-23
1913,1883,5,No Complaint,2025-12-27
1914,1116,2,Payment Failure,2025-06-23
1915,124,1,Slow Charging,2025-08-05
1916,1240,1,Poor App Experience,2025-05-05
1917,1931,3,No Complaint,2025-12-14
1918,762,1,Slow Charging,2025-08-26
1919,258,2,Port Not Working,2025-07-11
1920,1181,2,Poor App Experience,2025-07-09
1921,36,5,No Complaint,2025-06-18
1922,88,5,No Complaint,2025-11-25
