log_id,station_id,issue_type,downtime_hours,repair_cost,issue_date
568,42,Cooling Failure,32,1449.76,17-05-2024
569,4,Port Failure,25,3406.3,22-02-2025
570,34,Cooling Failure,4,11568.0125,07-08-2024
571,18,Port Failure,39,1111.5775,20-08-2025
572,12,Network Issue,33,8046.615,01-07-2024
573,32,Software Error,13,6993.65,09-11-2024
574,46,Power Outage,4,1081.22,05-03-2026
575,32,Power Outage,39,9363.825,04-04-2025
576,6,Port Failure,28,2348.83,24-11-2024
577,27,Software Error,24,6975.6275,08-05-2025
578,13,Software Error,40,3236.24,11-01-2025
579,43,Cooling Failure,21,4327.7875,19-10-2024
580,29,Power Outage,17,4939.5775,20-06-2025
581,35,Power Outage,11,8326.0225,24-05-2025
582,30,Software Error,18,3179.22,07-04-2025
583,29,Port Failure,12,3626.33,19-07-2025
584,16,Software Error,37,3860.3475,08-10-2024
585,22,Port Failure,14,3200.55,21-12-2025
586,41,Port Failure,24,7435.7025,30-11-2025
587,25,Cooling Failure,35,6785.3325,13-07-2025
588,30,Port Failure,45,12387.2125,15-03-2026
589,40,Port Failure,23,3422.2075,20-07-2024
590,44,Power Outage,34,3714.49,03-01-2026
591,13,Cooling Failure,28,4751.435,19-06-2025
592,34,Port Failure,41,7819.4175,02-06-2025
593,16,Port Failure,11,7752.715,28-09-2024
594,28,Software Error,30,11851.1575,24-02-2025
595,28,Power Outage,11,8650.7475,25-04-2025
596,36,Cooling Failure,22,6946.4525,08-01-2025
597,17,Power Outage,14,5990.1875,28-05-2024
598,36,Port Failure,23,7078.1675,06-02-2026
599,4,Cooling Failure,33,1267.3825,19-07-2024
600,21,Cooling Failure,43,2317.6325,06-03-2025
601,42,Power Outage,45,10369.0575,24-08-2024
602,10,Power Outage,33,5241.29,13-09-2025
603,6,Network Issue,21,5247.5275,25-05-2025
604,20,Network Issue,15,1940.3425,16-10-2024
605,2,Port Failure,23,529.43,23-09-2025
606,24,Network Issue,27,6973.275,06-10-2024
607,41,Software Error,29,6762.165,04-01-2026
608,50,Software Error,41,2509.4025,12-10-2025
609,22,Network Issue,23,7634.58,07-12-2024
610,43,Network Issue,46,11359.545,05-09-2025
611,14,Port Failure,14,10562.3775,08-11-2025
612,40,Network Issue,42,10707.0375,27-09-2024
613,8,Power Outage,48,2639.72,21-07-2025
614,49,Port Failure,1,4541.2525,20-01-2025
615,6,Cooling Failure,28,8098.005,03-01-2026
616,10,Power Outage,14,10194.985,07-03-2025
617,5,Power Outage,37,5025.425,25-10-2025
618,48,Power Outage,30,11308.785,07-02-2026
619,40,Network Issue,46,1311.8025,20-08-2024
620,19,Network Issue,44,4147.7375,26-06-2024
621,26,Power Outage,12,9436.9925,01-08-2024
622,15,Port Failure,45,4029.3,04-09-2025
623,13,Cooling Failure,22,669.3825,20-07-2024
624,17,Port Failure,5,11313.8125,03-08-2024
625,28,Power Outage,12,10986.3175,04-01-2026
626,37,Power Outage,22,1722.2075,10-10-2025
627,33,Network Issue,2,3809.91,30-09-2025
628,40,Port Failure,13,4577.8675,10-06-2025
629,49,Software Error,21,3816.1675,08-09-2024
630,4,Port Failure,42,7618.1025,28-04-2026
631,27,Power Outage,30,6810.58,22-02-2026
632,18,Port Failure,7,4135.4425,01-01-2025
633,30,Software Error,24,3161.885,09-02-2026
634,22,Port Failure,44,4787.675,11-10-2025
635,30,Cooling Failure,18,699.0025,08-11-2024
636,30,Port Failure,33,10715.96,27-10-2024
637,13,Software Error,6,3579.245,25-03-2025
638,42,Software Error,23,9370.4525,11-06-2025
639,32,Software Error,47,9392.2325,17-09-2024
640,12,Network Issue,38,11072.81,18-02-2025
641,22,Port Failure,10,4270.9475,05-06-2024
642,11,Software Error,46,1686.705,26-01-2026
643,36,Network Issue,36,12121.3525,11-08-2024
644,41,Power Outage,22,11853.5225,16-06-2025
645,24,Cooling Failure,37,6574.7325,17-03-2026
646,8,Network Issue,13,7314.51,17-03-2025
647,9,Network Issue,34,7170.7925,28-10-2024
648,22,Network Issue,25,8964.9675,27-01-2025
649,40,Network Issue,1,9351.625,19-07-2024
650,21,Cooling Failure,46,7728.905,17-09-2025
651,9,Software Error,4,6888.6675,17-08-2025
652,41,Power Outage,13,2103.2025,14-11-2025
653,33,Cooling Failure,29,10286.1875,19-10-2025
654,31,Cooling Failure,22,12133.105,16-01-2026
655,31,Port Failure,14,4938.3025,09-10-2025
656,35,Power Outage,47,1997.2775,14-12-2025
657,7,Cooling Failure,18,7870.24,14-10-2024
658,25,Power Outage,36,1470.2075,30-01-2026
659,47,Network Issue,46,593.7125,04-02-2026
660,26,Power Outage,46,1938.7375,17-12-2024
661,10,Software Error,2,4443.43,01-06-2024
662,33,Cooling Failure,15,6811.135,13-12-2024
663,2,Cooling Failure,28,11793.545,12-06-2025
664,34,Power Outage,18,7553.6425,12-02-2025
665,27,Port Failure,17,1971.9475,09-04-2025
666,16,Network Issue,24,8058.8575,28-10-2024
667,38,Cooling Failure,11,8738.4375,13-01-2025
668,2,Cooling Failure,42,7658.12,31-05-2025
669,10,Network Issue,6,2370.135,18-05-2024
670,4,Power Outage,10,4306.8075,18-11-2024
671,29,Software Error,25,4000.2725,18-09-2025
672,26,Power Outage,18,7393.7475,30-12-2024
673,44,Network Issue,38,1770.245,24-04-2026
674,23,Power Outage,38,1678.48,28-06-2024
675,30,Power Outage,31,3450.2425,02-07-2024
676,4,Port Failure,10,7857.3325,24-05-2024
677,4,Port Failure,11,5478.775,07-05-2025
678,15,Network Issue,18,12013.985,22-02-2026
679,11,Power Outage,15,10859.9675,27-12-2025
680,33,Software Error,28,3680.18,07-12-2025
681,6,Software Error,24,1715.7475,16-09-2025
682,36,Cooling Failure,48,6259.2625,23-11-2024
683,20,Cooling Failure,7,10792.96,23-04-2026
684,17,Network Issue,20,4725.02,05-10-2025
685,40,Cooling Failure,1,1297.145,28-02-2025
686,36,Power Outage,17,10107.76,17-06-2025
687,34,Power Outage,18,7155.9775,19-04-2025
688,6,Software Error,28,11585.995,28-10-2024
689,33,Software Error,18,10019.1525,02-01-2025
690,36,Network Issue,33,9770.265,30-11-2025
691,47,Port Failure,15,8318.7525,17-05-2024
692,17,Network Issue,19,9422.57,30-01-2025
693,5,Network Issue,47,8868.08,11-01-2026
694,21,Port Failure,34,10635.1475,17-09-2025
695,10,Network Issue,14,8642.705,01-01-2025
696,44,Cooling Failure,26,3133.56,27-02-2025
697,38,Network Issue,30,5126.3525,22-01-2026
698,2,Cooling Failure,34,9162.1425,13-04-2025
699,42,Network Issue,32,896.315,02-10-2025
700,37,Port Failure,38,3123.95,08-09-2025
701,11,Cooling Failure,48,2854.5075,26-01-2026
702,12,Power Outage,43,11922.2575,23-06-2024
703,7,Cooling Failure,43,5753.8075,09-05-2024
704,39,Software Error,34,8542.18,27-03-2025
705,31,Port Failure,43,11628.0725,26-01-2026
706,16,Port Failure,37,11243.1625,24-12-2024
707,36,Port Failure,24,6744.965,04-11-2024
708,17,Power Outage,10,1013.4325,02-01-2026
709,10,Software Error,33,6282.9125,19-06-2024
710,6,Power Outage,24,2290.5325,07-03-2026
711,9,Network Issue,23,6879.1875,02-10-2024
712,4,Power Outage,26,11207.175,03-08-2024
713,4,Power Outage,12,3699.5,27-04-2025
714,24,Port Failure,10,12088.7425,08-08-2025
715,34,Power Outage,8,6693.1425,26-10-2024
716,36,Power Outage,24,6944.7575,17-04-2026
717,42,Port Failure,24,1064.2325,14-04-2026
718,46,Network Issue,40,4535.4075,22-12-2025
719,28,Power Outage,33,683.3,11-06-2024
720,9,Software Error,37,4489.555,28-12-2024
721,17,Port Failure,8,5938.1175,04-06-2024
722,15,Software Error,29,1139.33,09-10-2025
723,33,Software Error,9,4770.215,15-12-2025
724,17,Power Outage,25,8191.325,28-01-2026
725,18,Power Outage,41,6795.8575,18-07-2025
726,28,Power Outage,13,10568.4975,25-06-2024
727,48,Network Issue,26,982.015,26-08-2024
728,16,Port Failure,19,6363.8675,18-12-2025
729,12,Cooling Failure,27,12072.345,27-07-2025
730,9,Cooling Failure,43,996.855,16-08-2025
731,33,Port Failure,35,10459.5625,10-09-2025
732,34,Power Outage,8,4287.815,31-01-2026
733,1,Cooling Failure,39,655.2175,16-03-2026
734,41,Software Error,34,4004.8625,28-06-2024
735,36,Port Failure,45,4051.4025,04-05-2026
736,19,Port Failure,19,1374.13,06-02-2026
737,26,Power Outage,46,7282.0175,27-09-2024
738,27,Network Issue,17,10922.4325,03-02-2025
739,42,Network Issue,35,8560.845,29-04-2026
740,31,Port Failure,43,7695.1325,31-12-2024
741,46,Network Issue,20,5057.2325,11-10-2024
742,17,Network Issue,24,1144.6675,04-07-2024
743,2,Network Issue,42,782.63,03-12-2024
744,16,Port Failure,24,11122.35,16-11-2025
745,22,Software Error,42,3821.7725,25-05-2024
746,19,Network Issue,9,9880.835,15-01-2025
747,43,Port Failure,36,11945.19,29-03-2025
748,36,Cooling Failure,38,6802.6675,18-12-2024
749,38,Network Issue,2,536.505,01-09-2024
750,2,Port Failure,30,5910.785,18-11-2025
751,9,Port Failure,39,2626.225,19-08-2024
752,47,Port Failure,33,10384.5325,07-08-2025
753,8,Software Error,15,10637.595,09-10-2025
754,31,Port Failure,34,7802.2825,23-10-2024
755,6,Port Failure,37,10733.395,19-10-2024
756,33,Software Error,36,6059.5625,16-12-2024
757,14,Cooling Failure,23,11487.28,26-03-2026
758,45,Port Failure,32,7997.2275,11-06-2025
759,19,Power Outage,39,11716.3325,13-03-2026
760,27,Software Error,36,1457.1275,05-06-2024
761,48,Cooling Failure,1,7811.82,04-03-2026
762,35,Power Outage,35,11126.6,11-08-2025
763,2,Network Issue,13,6436.945,06-11-2025
764,21,Power Outage,14,10585.025,19-12-2024
765,25,Software Error,25,2845.6675,13-04-2026
766,21,Cooling Failure,20,5848.345,23-08-2025
767,40,Software Error,23,9742.795,19-09-2024
768,14,Cooling Failure,29,7626.0125,26-10-2024
769,48,Power Outage,37,6183.4,13-04-2025
770,3,Cooling Failure,21,7489.265,02-11-2025
771,30,Port Failure,25,10085.045,03-09-2024
772,36,Power Outage,35,4911.195,12-01-2026
773,10,Network Issue,38,743.3075,13-09-2025
774,9,Cooling Failure,17,1278.5825,21-09-2025
775,5,Software Error,10,10431.995,19-01-2025
776,36,Power Outage,1,10758.83,23-02-2025
777,33,Network Issue,17,4813.795,28-02-2025
778,8,Port Failure,8,4843.735,14-03-2026
779,38,Cooling Failure,26,12070.995,24-12-2024
780,9,Network Issue,45,6237.95,24-04-2025
781,17,Network Issue,5,11700.58,10-12-2025
782,24,Cooling Failure,25,9903.4175,31-05-2024
783,50,Network Issue,34,5365.4675,16-05-2024
784,14,Port Failure,12,5147.275,22-11-2024
785,14,Software Error,38,5546.2125,04-07-2024
786,42,Software Error,32,9638.1675,27-02-2025
787,17,Power Outage,17,8665.105,22-03-2026
788,33,Cooling Failure,4,5841.1425,28-08-2025
789,19,Software Error,17,1502.56,23-12-2024
790,39,Port Failure,22,12239.485,05-05-2026
791,44,Network Issue,29,3605.7225,24-02-2026
792,46,Cooling Failure,47,8542.3525,17-04-2026
793,27,Power Outage,19,8296.8375,10-02-2025
794,23,Cooling Failure,4,7911.8825,10-04-2026
795,22,Power Outage,34,2852.04,28-04-2025
796,28,Software Error,25,4692.645,18-07-2025
797,12,Cooling Failure,36,9105.275,28-05-2025
798,28,Power Outage,39,3599.945,22-12-2024
799,17,Power Outage,11,7677.06,16-10-2025
800,31,Cooling Failure,37,12446.54,02-02-2025
