session_id,customer_id,station_id,session_start,duration_minutes,energy_kwh,wait_time_minutes,amount_paid
1213,252,42,2024-12-08 21:35:00,103,116.28,6,1971.63
1214,1344,3,2024-07-05 05:25:00,34,30.96,1,257.4
1215,1748,17,2024-07-18 05:52:00,73,74.25,12,1175.92
1216,1767,21,2024-08-18 04:52:00,51,64.81,13,945.19
1217,1963,49,2024-10-17 22:11:00,10,13.82,5,242.44
1218,852,6,2024-09-06 10:09:00,15,20.94,7,274.9
1219,1015,18,2025-04-09 06:46:00,33,32.21,0,461.1
1220,1457,22,2025-02-13 19:23:00,53,31.93,40,501.8
1221,1986,33,2024-04-13 06:09:00,52,63.04,8,838.98
1222,1822,34,2024-10-29 19:59:00,88,68.38,12,858.14
1223,1473,38,2024-10-07 09:34:00,106,107.14,9,1213.47
1224,835,38,2024-11-17 02:30:00,116,161.29,14,2764.68
1225,1247,37,2024-04-28 10:53:00,85,68.05,8,748.74
1226,1336,3,2025-02-22 07:42:00,84,69.61,8,559.86
1227,470,3,2024-04-23 14:15:00,60,36.12,1,635.22
1228,1644,18,2024-10-01 17:26:00,12,12.62,9,198.0
1229,1359,4,2024-09-11 18:13:00,78,93.22,28,1472.57
1230,1752,16,2025-04-18 12:35:00,102,91.36,6,743.86
1231,880,6,2024-06-17 20:15:00,71,43.92,18,760.29
1232,1498,17,2024-03-27 21:18:00,95,78.98,5,1347.36
1233,418,47,2024-03-24 11:06:00,107,153.93,9,2767.48
1234,1417,36,2024-11-23 02:04:00,29,40.19,0,704.77
1235,136,50,2025-01-29 08:11:00,24,30.92,10,284.91
1236,1569,50,2024-09-30 14:32:00,25,25.83,8,409.53
1237,730,6,2024-06-29 05:24:00,113,87.05,8,1327.79
1238,1866,40,2025-02-15 02:04:00,30,21.94,5,290.07
1239,1413,35,2024-04-09 15:59:00,106,123.85,0,1412.11
1240,798,49,2024-08-09 03:51:00,75,97.37,12,985.73
1241,390,40,2024-11-22 15:49:00,85,108.2,2,1921.78
1242,1526,15,2025-03-03 21:59:00,109,113.9,14,1352.31
1243,1316,24,2024-04-11 01:02:00,67,51.54,11,421.14
1244,1362,24,2024-11-28 10:26:00,105,142.15,10,2362.54
1245,175,9,2025-03-07 03:38:00,76,84.0,3,1170.02
1246,970,32,2024-10-10 17:46:00,107,97.01,1,1538.72
1247,1307,21,2024-05-05 09:34:00,115,113.05,1,1875.11
1248,113,20,2024-12-06 04:44:00,43,57.37,4,619.98
1249,1741,27,2024-02-08 16:23:00,19,19.92,9,240.41
1250,54,19,2024-06-16 05:45:00,21,29.03,3,337.48
1251,195,17,2025-01-28 10:20:00,25,19.11,6,264.14
1252,162,15,2024-01-26 08:19:00,117,150.29,2,2422.04
1253,1125,37,2025-03-21 22:34:00,48,67.95,9,611.85
1254,827,49,2025-04-21 01:19:00,63,43.07,10,460.44
1255,107,9,2024-02-05 03:37:00,10,6.96,15,58.64
1256,1658,24,2024-07-26 17:06:00,43,31.95,7,281.8
1257,345,12,2024-11-28 18:44:00,120,83.22,11,1057.16
1258,1493,46,2024-03-05 05:47:00,115,158.41,7,2834.98
1259,11,44,2024-09-24 08:36:00,111,139.51,6,1803.38
1260,488,4,2024-08-08 06:39:00,95,90.21,9,1032.24
1261,829,38,2024-07-29 18:18:00,44,36.26,17,546.4
1262,523,42,2024-11-05 15:00:00,24,23.16,6,358.24
1263,1416,9,2024-10-22 05:52:00,92,103.24,7,962.66
1264,83,15,2024-05-07 23:02:00,103,68.49,12,638.99
1265,447,18,2025-05-06 03:36:00,10,11.87,3,193.48
1266,29,27,2024-02-24 10:13:00,67,48.91,3,816.21
1267,666,27,2024-07-12 21:33:00,97,82.21,6,1362.84
1268,299,14,2024-07-18 11:12:00,95,130.37,7,1681.66
1269,1944,18,2024-08-11 01:16:00,10,9.9,5,85.28
1270,1821,4,2025-01-18 14:33:00,47,36.82,3,619.06
1271,289,19,2024-05-23 05:27:00,108,66.14,2,917.02
1272,713,20,2024-11-25 07:28:00,35,42.69,8,699.89
1273,1974,25,2024-05-18 05:30:00,38,37.78,4,308.72
1274,481,42,2024-09-05 12:14:00,80,84.7,4,770.62
1275,1478,24,2024-09-24 08:44:00,22,18.58,9,287.32
1276,42,5,2024-10-17 03:15:00,46,38.04,7,592.56
1277,1369,36,2025-03-14 19:36:00,112,160.38,21,2289.46
1278,1083,1,2024-03-17 00:20:00,108,131.83,13,1803.37
1279,3,31,2024-04-09 05:06:00,103,90.2,13,948.15
1280,1648,18,2024-10-27 06:40:00,61,73.37,11,657.46
1281,967,40,2024-04-10 07:20:00,15,20.58,11,261.65
1282,494,35,2024-06-19 15:14:00,65,95.01,0,1415.39
1283,212,37,2025-04-03 04:14:00,62,85.55,6,1083.99
1284,1096,48,2024-02-07 03:43:00,80,79.77,4,814.24
1285,440,14,2024-07-08 03:02:00,42,25.64,13,235.96
1286,575,42,2024-10-28 14:57:00,36,24.63,7,347.72
1287,192,17,2025-02-09 19:34:00,105,122.45,25,1033.69
1288,1412,18,2024-10-04 05:42:00,106,129.99,0,2243.92
1289,1003,14,2025-02-11 13:56:00,52,35.88,7,618.86
1290,569,1,2024-08-06 22:22:00,55,70.29,5,581.23
1291,200,41,2024-10-19 00:42:00,45,34.8,5,359.91
1292,93,47,2024-04-01 06:52:00,36,28.0,9,353.04
1293,1356,29,2024-04-25 19:08:00,14,9.89,23,115.38
1294,1550,49,2024-06-02 21:27:00,29,35.35,5,450.26
1295,16,11,2024-07-10 01:34:00,32,38.91,13,353.51
1296,1566,11,2024-04-18 02:09:00,63,43.95,7,659.11
1297,341,18,2024-12-31 16:45:00,81,113.03,10,1906.12
1298,323,39,2024-09-29 21:36:00,37,53.96,13,524.56
1299,1714,29,2024-05-22 10:16:00,87,68.97,0,687.13
1300,606,25,2025-01-30 17:29:00,21,29.13,3,465.09
1301,260,4,2024-04-27 23:44:00,78,113.46,3,1543.13
1302,809,42,2024-10-24 22:47:00,114,82.27,5,1101.62
1303,475,9,2024-05-03 01:32:00,119,136.4,2,1420.6
1304,1132,6,2024-06-22 16:34:00,21,17.51,10,236.19
1305,1696,12,2024-01-23 13:31:00,118,159.79,4,2561.23
1306,452,45,2024-11-21 02:33:00,28,32.55,2,397.8
1307,1299,35,2024-02-11 23:48:00,51,51.76,8,927.93
1308,692,2,2024-01-17 00:49:00,13,16.87,0,280.53
1309,1481,2,2024-02-12 10:10:00,106,134.41,2,1186.35
1310,390,31,2025-05-02 03:28:00,110,154.54,11,1324.79
1311,1292,48,2025-05-10 19:01:00,102,74.95,32,834.08
1312,1377,8,2025-02-10 16:41:00,47,60.03,8,575.85
1313,1118,10,2024-11-03 21:36:00,79,81.3,15,1074.97
1314,1573,5,2024-03-18 05:52:00,107,92.03,1,1025.32
1315,961,3,2024-09-16 13:29:00,13,8.32,1,66.79
1316,536,16,2024-07-12 11:40:00,53,36.03,8,479.21
1317,830,25,2024-10-15 03:15:00,62,45.53,8,597.21
1318,659,24,2024-12-04 01:23:00,49,65.63,12,1003.88
1319,1132,46,2024-01-21 20:30:00,16,15.46,25,187.09
1320,1754,40,2024-10-12 14:39:00,55,71.93,0,1131.0
1321,1595,41,2025-05-02 16:11:00,26,17.11,8,274.1
1322,1901,8,2025-03-19 12:16:00,116,124.78,0,1324.67
1323,1502,17,2025-05-07 20:11:00,80,116.29,41,1954.2
1324,510,34,2024-04-09 12:45:00,107,82.27,2,987.0
1325,497,10,2024-12-10 02:09:00,99,95.05,9,1450.45
1326,1069,37,2024-11-26 21:42:00,103,90.3,9,865.61
1327,498,27,2025-01-22 22:08:00,57,71.25,13,722.39
1328,635,50,2024-05-08 02:29:00,15,20.1,9,350.84
1329,1294,25,2024-03-21 11:48:00,57,73.07,1,720.9
1330,1616,15,2025-01-04 21:23:00,53,57.72,5,631.36
1331,1965,47,2024-01-12 21:05:00,70,65.77,13,1047.12
1332,1768,19,2024-09-19 18:52:00,77,81.21,11,1276.65
1333,1497,7,2024-07-07 07:35:00,99,104.04,5,1696.28
1334,565,22,2025-01-06 04:29:00,88,118.67,1,1748.81
1335,697,3,2024-05-28 21:40:00,17,25.39,9,263.76
1336,1877,14,2024-04-16 11:12:00,116,124.54,10,2096.61
1337,251,26,2025-01-07 07:51:00,28,37.11,2,331.98
1338,1229,30,2024-09-26 14:46:00,110,78.25,1,1100.55
1339,407,16,2024-10-30 02:40:00,96,74.71,6,698.32
1340,1319,21,2024-04-25 01:56:00,62,84.9,2,1491.02
1341,1881,49,2024-11-09 16:31:00,107,156.81,12,1403.93
1342,1968,33,2025-03-15 13:49:00,80,99.86,0,809.54
1343,379,14,2025-02-24 00:51:00,13,14.66,10,231.43
1344,230,36,2024-03-06 19:33:00,11,9.02,34,102.27
1345,1305,45,2024-09-11 08:46:00,46,61.67,3,1085.62
1346,1860,27,2025-04-14 00:56:00,89,107.88,12,1259.94
1347,1623,23,2024-03-09 01:04:00,49,56.02,3,936.01
1348,1310,50,2024-10-21 09:06:00,79,68.18,7,816.12
1349,978,22,2025-03-05 00:37:00,27,34.58,13,343.97
1350,1670,47,2024-03-21 06:38:00,87,91.81,2,954.95
1351,564,22,2024-06-21 13:04:00,21,17.42,1,260.5
1352,1756,47,2024-05-30 04:33:00,78,75.39,1,1228.54
1353,1292,2,2025-02-02 10:15:00,73,105.27,13,1300.48
1354,1620,48,2024-01-24 16:44:00,22,15.51,4,190.23
1355,1734,2,2025-04-25 01:12:00,17,18.16,6,210.9
1356,815,39,2024-02-15 00:24:00,29,35.28,2,395.27
1357,1527,14,2024-02-21 05:49:00,37,30.66,10,354.37
1358,1675,28,2024-09-17 17:11:00,65,72.46,15,1033.55
1359,994,28,2025-01-25 17:41:00,28,32.45,8,353.84
1360,1973,3,2024-02-29 07:19:00,80,48.36,14,764.21
1361,702,20,2024-05-01 15:55:00,95,135.04,4,1630.55
1362,435,15,2024-11-26 11:39:00,102,72.6,3,1065.06
1363,925,45,2024-12-21 00:38:00,115,73.92,11,1325.53
1364,1190,46,2024-02-03 09:18:00,83,63.38,0,959.99
1365,928,17,2024-10-25 05:25:00,106,120.63,13,1889.82
1366,1173,25,2025-03-21 21:18:00,116,127.3,14,1132.53
1367,1070,19,2024-03-15 17:50:00,56,62.8,7,594.67
1368,1158,7,2024-05-30 00:49:00,74,103.5,6,1814.65
1369,1824,13,2024-02-25 05:53:00,109,144.57,7,1582.22
1370,290,50,2025-05-11 13:25:00,82,90.52,1,1093.32
1371,1433,2,2024-10-12 15:09:00,60,70.57,14,1103.57
1372,1992,2,2024-11-24 14:11:00,105,83.4,7,1100.87
1373,452,21,2024-12-09 21:38:00,56,66.37,4,967.18
1374,1150,49,2024-01-09 09:52:00,10,14.08,13,237.57
1375,242,10,2025-04-06 22:36:00,88,87.18,0,1176.28
1376,1739,10,2024-07-26 18:48:00,55,59.95,19,739.87
1377,545,6,2025-02-05 17:24:00,83,78.06,13,1116.53
1378,1892,14,2024-01-08 17:30:00,113,111.12,4,1740.68
1379,1654,34,2024-06-09 18:21:00,106,75.07,22,1184.02
1380,817,35,2024-03-17 07:37:00,111,143.84,8,2051.22
1381,84,2,2025-03-02 05:30:00,106,84.94,0,1246.68
1382,1053,28,2024-11-03 12:58:00,59,38.72,1,354.98
1383,1564,25,2024-09-14 06:04:00,20,24.03,10,390.14
1384,1687,2,2024-01-25 02:24:00,77,50.08,8,440.76
1385,1290,39,2024-02-07 23:20:00,16,16.13,5,268.23
1386,1069,13,2025-03-22 18:28:00,92,89.24,19,758.81
1387,755,15,2024-11-22 08:17:00,12,16.87,14,209.64
1388,577,26,2024-03-24 01:45:00,67,93.59,12,1462.78
1389,844,43,2024-03-07 19:08:00,54,33.35,15,515.55
1390,1008,47,2024-11-16 15:59:00,59,84.42,5,1152.69
1391,1910,39,2024-02-04 08:01:00,60,86.58,8,750.79
1392,400,13,2024-04-13 14:14:00,21,30.31,10,350.95
1393,1906,11,2024-04-13 11:58:00,61,42.57,2,538.19
1394,420,11,2024-12-13 03:05:00,87,64.99,12,593.11
1395,1537,28,2024-05-01 16:42:00,50,35.96,15,484.06
1396,2000,23,2024-07-11 03:12:00,37,37.1,9,410.73
1397,1214,4,2025-01-06 05:55:00,84,74.82,4,1245.1
1398,603,33,2024-01-23 03:27:00,45,38.53,1,399.37
1399,420,44,2024-05-08 03:25:00,70,75.65,4,1289.86
1400,1518,32,2024-12-07 16:10:00,33,22.03,5,317.03
1401,1799,32,2025-04-02 18:34:00,115,87.88,22,932.49
1402,1906,27,2024-03-28 18:34:00,53,66.84,41,1059.01
1403,1407,39,2024-08-12 07:48:00,64,88.32,7,1479.12
1404,1105,16,2025-03-24 03:54:00,75,56.96,10,688.32
1405,694,15,2024-10-20 14:47:00,12,12.52,13,150.59
1406,1899,8,2024-08-20 15:44:00,17,16.36,15,169.48
1407,830,34,2025-02-03 04:55:00,111,68.14,0,801.41
1408,295,6,2024-12-03 05:11:00,38,44.32,10,653.22
1409,177,26,2024-12-13 21:23:00,11,14.3,14,248.4
1410,1407,17,2024-07-26 18:09:00,103,68.55,21,598.27
1411,1169,9,2024-06-16 18:25:00,68,87.0,12,1181.05
1412,1095,50,2024-12-15 08:15:00,65,75.47,9,1194.95
1413,1778,2,2025-05-02 05:08:00,14,19.12,1,334.87
1414,1417,47,2024-04-27 21:53:00,79,78.2,8,1022.36
1415,598,42,2024-03-07 09:56:00,87,78.64,2,1138.13
1416,581,23,2024-08-19 20:34:00,74,74.9,12,1119.96
1417,904,6,2024-07-01 05:15:00,79,75.96,12,970.47
1418,1105,50,2025-05-12 21:11:00,13,18.73,14,201.33
1419,1598,5,2025-05-08 19:04:00,102,118.83,39,1538.73
1420,1090,32,2024-07-15 17:09:00,119,138.19,13,1804.49
1421,1472,10,2025-03-04 04:20:00,76,85.05,15,1525.96
1422,79,42,2024-09-29 10:43:00,77,46.25,5,685.58
1423,1623,16,2024-07-07 01:44:00,44,61.37,11,954.65
1424,800,25,2025-01-07 19:21:00,97,98.06,12,814.52
1425,256,11,2024-05-23 17:11:00,109,138.63,11,1481.02
1426,374,34,2024-07-20 14:37:00,60,46.59,11,757.77
1427,1253,19,2024-04-05 20:15:00,91,132.54,44,2040.27
1428,1735,18,2025-02-08 12:53:00,120,96.0,6,1292.33
1429,1847,37,2025-04-23 03:21:00,61,45.63,2,677.36
1430,1876,21,2024-04-05 17:48:00,53,66.26,15,647.96
1431,1936,22,2024-07-18 05:36:00,31,29.86,7,498.16
1432,456,22,2024-09-28 19:50:00,97,90.51,24,1502.87
1433,1925,33,2024-02-24 17:45:00,60,55.94,0,979.86
1434,1003,34,2024-05-14 12:54:00,81,72.25,10,1124.2
1435,1584,44,2024-05-27 08:14:00,10,7.75,3,130.03
1436,1831,33,2025-02-26 18:04:00,116,81.42,40,1139.07
1437,338,4,2024-04-11 16:53:00,100,90.03,7,962.54
1438,78,6,2025-03-05 11:13:00,60,52.61,10,575.37
1439,221,21,2025-02-27 10:12:00,23,18.28,5,213.16
1440,1815,14,2025-02-22 13:30:00,103,140.21,3,1455.59
1441,873,29,2025-03-11 10:02:00,12,17.57,8,307.95
1442,307,45,2025-03-18 20:51:00,23,19.67,15,164.28
1443,725,12,2024-08-21 12:39:00,77,111.89,3,1673.96
1444,1073,31,2024-10-14 01:38:00,103,139.2,15,1122.96
1445,740,9,2024-04-30 16:33:00,81,111.04,11,1334.92
1446,1824,9,2025-04-23 10:35:00,113,160.64,13,1953.52
1447,1957,21,2025-03-18 18:32:00,63,82.72,38,1107.55
1448,573,20,2025-03-17 05:08:00,73,90.19,10,1608.23
1449,1830,43,2024-05-23 17:40:00,53,66.76,13,1178.0
1450,1632,21,2025-02-07 22:53:00,88,75.61,4,835.14
1451,1259,8,2025-05-10 02:51:00,98,96.56,10,797.0
1452,1910,1,2025-03-27 01:02:00,29,38.32,11,551.49
1453,1201,42,2025-03-25 07:04:00,40,28.72,3,459.32
1454,1779,21,2024-02-05 06:00:00,51,46.2,1,610.67
1455,1298,41,2024-08-05 17:47:00,33,40.06,9,441.97
1456,1744,34,2024-09-25 19:24:00,59,66.54,41,628.19
1457,1973,45,2025-04-24 07:27:00,67,94.4,14,1434.28
1458,600,42,2024-07-30 04:47:00,10,7.17,5,123.27
1459,590,14,2025-05-01 02:33:00,37,49.02,5,739.01
1460,1655,7,2025-01-12 04:12:00,117,76.83,6,1080.67
1461,1800,42,2024-01-04 20:19:00,89,60.82,34,935.59
1462,1814,6,2024-09-23 07:26:00,43,44.75,6,679.1
1463,949,23,2024-01-13 17:10:00,108,110.65,2,1621.2
1464,363,12,2025-04-05 11:30:00,69,61.32,11,835.2
1465,545,31,2024-03-10 12:09:00,120,133.69,1,1504.59
1466,1267,6,2024-09-18 21:47:00,68,64.2,7,981.98
1467,804,4,2024-10-08 05:45:00,66,96.64,15,942.77
1468,937,44,2024-04-20 06:28:00,110,137.0,6,2364.34
1469,1343,38,2025-05-09 05:53:00,13,11.61,5,110.9
1470,1957,37,2025-04-10 19:13:00,104,100.96,20,1772.19
1471,1501,28,2025-02-13 10:42:00,119,134.07,9,1389.33
1472,1128,10,2024-05-01 05:20:00,93,86.24,7,1370.66
1473,1753,35,2024-04-14 10:35:00,49,41.16,3,530.59
1474,1321,30,2025-01-12 23:56:00,73,58.18,12,634.07
1475,1930,2,2024-10-19 10:16:00,120,99.42,15,1403.03
1476,1485,8,2024-04-02 14:38:00,115,156.76,14,1258.29
1477,1170,12,2024-08-13 02:10:00,17,15.27,14,238.17
1478,1866,32,2025-01-03 03:13:00,72,89.07,10,835.72
1479,1949,36,2025-04-29 16:15:00,26,19.09,3,178.44
1480,747,26,2025-01-08 23:55:00,16,17.49,5,146.51
1481,92,17,2025-01-24 17:31:00,87,115.69,14,1525.52
1482,1037,37,2024-08-12 11:43:00,36,44.06,11,646.51
1483,732,12,2024-05-01 20:34:00,60,85.91,12,860.81
1484,570,20,2024-04-30 12:41:00,20,26.66,10,242.47
1485,137,23,2025-03-03 05:13:00,103,114.69,2,943.72
1486,306,42,2024-10-22 05:49:00,103,149.11,11,2182.98
1487,190,20,2024-04-11 15:17:00,93,128.44,6,1100.33
1488,1687,13,2025-04-11 00:36:00,63,94.06,2,950.4
1489,1216,32,2024-02-17 19:07:00,28,26.83,19,410.97
1490,237,14,2024-03-21 03:55:00,97,138.86,14,1680.36
1491,1542,43,2024-03-12 01:07:00,87,112.6,2,1031.34
1492,784,26,2024-02-23 04:58:00,33,21.04,1,262.26
1493,1481,22,2024-12-04 23:59:00,77,98.86,7,986.57
1494,1276,48,2025-01-08 06:02:00,47,52.39,13,618.35
1495,427,35,2024-01-07 21:11:00,68,80.62,9,1271.09
1496,213,10,2025-01-26 09:11:00,22,14.98,0,238.16
1497,1399,26,2024-11-16 16:08:00,53,72.81,10,1297.46
1498,308,39,2024-05-26 12:08:00,12,16.27,6,244.15
1499,752,23,2025-01-04 12:53:00,111,73.2,0,1175.13
1500,440,46,2024-12-07 18:38:00,54,38.63,41,627.16
1501,1590,7,2024-04-27 14:07:00,28,23.74,13,411.93
1502,1126,21,2024-10-03 11:24:00,49,63.03,4,637.87
1503,56,17,2025-04-27 02:56:00,105,136.57,0,1284.91
1504,987,4,2024-08-04 03:23:00,88,65.63,7,890.95
1505,570,4,2024-03-26 19:39:00,17,16.98,15,209.06
1506,1766,38,2024-01-12 13:14:00,26,18.56,9,247.04
1507,1936,7,2024-06-24 10:16:00,120,89.13,0,910.76
1508,1455,19,2024-01-17 07:03:00,25,15.38,11,262.69
1509,831,32,2024-10-15 20:28:00,57,55.91,29,795.55
1510,760,29,2024-10-29 21:49:00,54,50.48,13,829.64
1511,1937,16,2024-05-08 15:53:00,23,16.63,8,209.83
1512,6,8,2024-01-23 17:03:00,108,76.32,3,640.12
1513,55,48,2025-02-09 13:35:00,39,26.92,12,289.7
1514,1932,6,2024-09-07 05:27:00,76,48.52,0,638.94
1515,1664,47,2024-12-09 11:28:00,23,16.87,0,281.46
1516,222,22,2024-12-26 01:29:00,20,15.52,1,187.57
1517,209,16,2024-01-28 14:45:00,39,35.06,1,565.52
1518,590,24,2025-05-11 16:17:00,72,62.66,12,610.92
1519,1442,13,2024-01-13 00:36:00,65,49.63,11,618.8
1520,1441,28,2024-11-01 08:31:00,13,10.19,0,115.53
1521,1375,50,2024-04-12 19:25:00,30,40.21,38,692.4
1522,1717,28,2025-03-31 12:27:00,115,84.41,11,1169.2
1523,1075,16,2025-03-01 04:44:00,119,122.27,1,1048.56
1524,545,26,2024-07-31 13:06:00,49,71.96,0,1119.05
1525,1629,8,2024-01-26 14:37:00,72,86.39,3,1480.66
1526,77,2,2025-01-18 20:16:00,84,68.24,45,592.29
1527,1465,37,2025-01-22 22:54:00,100,116.8,8,1605.03
1528,646,16,2024-12-07 22:04:00,50,65.3,1,689.26
1529,1247,33,2024-01-20 18:19:00,92,123.93,41,2143.07
1530,809,39,2024-09-27 15:40:00,38,44.96,6,567.96
1531,900,44,2024-03-02 13:24:00,87,95.78,9,863.99
1532,1860,25,2025-05-04 03:09:00,37,38.35,1,492.81
1533,1170,18,2024-05-07 07:53:00,32,41.15,13,404.51
1534,1510,45,2025-05-10 16:42:00,85,96.53,3,1733.36
1535,914,1,2024-02-04 22:52:00,43,32.19,13,530.53
1536,1958,43,2024-03-12 00:13:00,69,44.57,14,721.95
1537,1108,11,2024-02-24 02:26:00,17,23.07,0,330.09
1538,1353,41,2024-05-12 03:54:00,79,114.5,2,1185.32
1539,1402,45,2025-01-19 19:36:00,75,85.19,38,1448.94
1540,1838,8,2024-02-12 14:01:00,103,139.32,9,2407.18
1541,1041,2,2025-02-21 02:34:00,61,85.69,9,1144.05
1542,330,49,2024-03-02 14:56:00,55,58.84,7,806.75
1543,902,33,2024-07-10 14:59:00,11,11.94,1,192.46
1544,532,35,2024-01-24 13:30:00,50,51.3,2,835.58
1545,369,13,2024-07-13 18:05:00,48,54.53,15,853.18
1546,1369,6,2025-04-23 05:32:00,73,88.1,8,1402.08
1547,1229,43,2024-08-04 17:57:00,74,54.42,12,750.23
1548,1373,31,2024-12-06 20:03:00,44,28.11,32,289.35
1549,242,17,2025-04-08 02:50:00,84,82.42,11,1011.42
1550,1013,36,2024-11-24 07:11:00,72,61.61,7,698.23
1551,773,23,2024-02-24 14:37:00,112,153.79,12,1509.8
1552,1311,3,2025-03-29 19:59:00,63,77.6,28,1268.83
1553,771,25,2024-10-06 07:46:00,43,62.01,13,511.97
1554,928,33,2024-06-08 04:04:00,66,40.29,10,363.5
1555,292,11,2025-04-22 11:37:00,107,87.62,13,942.11
1556,1120,9,2024-01-01 16:36:00,111,144.39,8,1927.06
1557,1091,45,2024-09-13 07:39:00,15,20.88,4,372.71
1558,810,31,2024-03-18 16:28:00,87,97.28,13,799.69
1559,1707,5,2024-02-15 09:04:00,37,55.46,3,768.95
1560,1550,47,2024-05-07 11:42:00,106,157.77,5,2837.62
1561,1789,14,2024-12-31 13:06:00,39,30.89,13,523.41
1562,700,12,2024-05-07 01:58:00,42,37.34,3,448.31
1563,1597,45,2024-01-12 05:23:00,45,57.39,15,542.13
1564,256,40,2024-02-19 13:20:00,93,58.44,6,874.86
1565,561,2,2025-02-07 18:26:00,61,83.0,40,1291.15
1566,992,48,2024-02-03 16:08:00,99,82.45,1,1110.36
1567,1959,47,2024-01-02 12:29:00,116,127.14,3,1362.3
1568,907,18,2024-07-30 16:54:00,23,30.1,10,428.19
1569,1883,26,2024-11-16 12:16:00,79,77.42,7,1160.43
1570,1192,26,2024-12-22 19:35:00,66,58.11,42,686.37
1571,640,45,2025-04-01 02:20:00,53,59.86,10,959.9
1572,101,8,2024-03-04 19:08:00,102,116.2,21,997.68
1573,1408,50,2024-09-01 11:15:00,99,142.15,1,1636.52
1574,145,31,2024-02-10 13:43:00,103,67.54,12,680.22
1575,644,16,2024-07-29 22:41:00,26,17.94,8,202.3
1576,1228,4,2024-07-13 15:00:00,16,9.96,9,160.06
1577,612,34,2025-05-12 18:16:00,32,20.55,34,369.62
1578,1398,18,2025-02-06 23:55:00,81,93.32,13,1210.83
1579,103,21,2025-02-08 13:16:00,30,18.39,9,205.0
1580,1772,24,2024-09-07 14:21:00,78,109.45,14,1732.06
1581,632,50,2024-06-12 07:12:00,110,116.14,0,1422.89
1582,497,24,2024-05-12 12:56:00,58,75.69,5,1188.65
1583,690,45,2024-05-28 01:06:00,60,70.16,11,721.88
1584,110,1,2024-12-21 21:27:00,30,41.1,3,400.69
1585,603,12,2025-05-08 14:27:00,71,86.94,15,965.57
1586,276,49,2024-06-10 19:04:00,59,36.87,15,360.17
1587,1453,7,2024-02-17 11:58:00,119,125.31,8,1670.89
1588,1059,41,2024-07-17 01:00:00,107,151.3,0,1374.33
1589,1206,34,2024-07-21 15:45:00,73,108.95,4,1085.02
1590,163,12,2024-10-22 19:56:00,55,54.98,10,951.7
1591,560,29,2024-03-10 22:26:00,111,92.89,5,1336.31
1592,871,5,2024-03-16 23:07:00,31,20.09,8,206.69
1593,1556,31,2024-06-24 07:27:00,54,66.25,12,1103.99
1594,1091,4,2024-08-24 17:22:00,114,133.61,11,2382.8
1595,1942,33,2024-03-30 09:08:00,25,30.11,7,392.47
1596,1800,17,2024-07-04 08:03:00,14,16.92,13,178.42
1597,1337,24,2024-05-26 20:29:00,53,67.09,22,1103.97
1598,158,8,2024-03-12 06:09:00,101,150.11,9,2356.35
1599,1260,49,2025-01-12 23:31:00,97,140.27,2,1754.43
1600,1846,50,2024-07-22 06:15:00,95,82.09,5,1058.37
1601,63,13,2025-03-20 17:34:00,58,70.56,2,1197.92
1602,725,46,2024-01-07 20:34:00,17,22.46,14,315.95
1603,793,16,2025-02-27 01:16:00,52,64.65,6,538.66
1604,1247,15,2024-06-15 23:34:00,74,99.66,8,1419.29
1605,470,22,2025-03-10 07:56:00,49,29.92,3,393.36
1606,1465,26,2024-08-13 15:32:00,46,48.89,2,803.05
1607,708,12,2024-05-22 08:16:00,95,138.7,8,1472.84
1608,110,35,2024-04-17 17:56:00,56,68.3,15,958.09
1609,446,29,2024-12-26 17:06:00,11,12.95,10,134.8
1610,1221,8,2024-03-16 17:29:00,74,78.53,8,1314.7
1611,1506,25,2025-02-15 19:36:00,84,82.57,43,1085.38
1612,318,49,2024-12-19 19:03:00,49,73.2,30,937.87
1613,1440,9,2025-03-04 15:06:00,45,61.01,4,642.92
1614,477,3,2025-02-18 02:55:00,103,153.25,12,2314.8
1615,359,18,2024-03-08 06:53:00,81,95.89,14,923.17
1616,483,16,2024-10-17 03:09:00,24,35.68,15,296.17
1617,1885,11,2025-04-28 18:13:00,32,34.09,42,587.76
1618,1458,37,2024-10-12 06:10:00,28,19.85,3,161.76
1619,472,12,2025-03-31 00:01:00,18,22.0,12,277.49
1620,778,8,2024-01-24 00:32:00,117,136.68,15,2070.52
1621,250,1,2024-10-07 02:52:00,47,36.21,12,578.22
1622,592,4,2025-04-14 23:15:00,80,68.83,10,997.95
1623,1314,6,2024-10-28 16:48:00,16,20.92,8,255.46
1624,1539,50,2025-03-14 17:41:00,27,20.94,9,253.1
1625,1206,21,2025-03-02 21:50:00,22,13.89,6,212.98
1626,35,30,2025-03-03 12:58:00,33,19.9,8,346.95
1627,1951,48,2024-10-28 12:28:00,116,77.38,0,1317.73
1628,95,28,2024-08-09 21:24:00,64,53.88,2,438.07
1629,1326,26,2025-04-14 11:19:00,21,26.0,7,464.56
1630,4,29,2024-10-04 10:06:00,61,70.32,8,1105.73
1631,962,3,2024-09-24 19:00:00,57,73.86,22,908.4
1632,1123,13,2024-05-30 17:09:00,58,62.69,12,601.39
1633,1243,30,2025-02-05 00:33:00,39,42.35,3,538.89
1634,1397,43,2024-11-24 15:50:00,88,58.55,0,685.62
1635,1212,28,2024-04-02 11:29:00,118,79.03,14,1340.97
